canonical_target,display_path,origin_path,declaration_id,source_location,copied_source_path,original_source_path,kind,signature,generic_bounds,safety,stability,since,constness,abi,alias_approximate,has_approximate_alias,existing_vstd_status,existing_vstd_provenance,planned_spec_status,semantic_family,source_observable_inputs,source_observable_outputs,source_observable_mutations,required_shared_model_helper,decisive_validation_command,final_contract_or_justified_no_spec_status,counting_basis
core::slice::from_mut,core::slice::from_mut,core::slice::raw::from_mut,core:33772,core/src/slice/raw.rs:211,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/raw.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/raw.rs,free_function,pub const fn from_mut<T>(s: &mut T) -> &mut [T],<T>,safe,stable,1.28.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,raw-pointer-and-provenance,s: &mut T,&mut [T],may expose mutable reference/region; final frame must be specified if caller mutates through result,"slice Seq/View plus pointer provenance, length, alignment, and unsafe-domain helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::from_raw_parts,core::slice::from_raw_parts,core::slice::raw::from_raw_parts,core:9483,core/src/slice/raw.rs:124,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/raw.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/raw.rs,free_function,"pub const unsafe fn from_raw_parts<'a, T>(data: *const T, len: usize) -> &'a [T]","<'a, T>",unsafe,stable,1.0.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,raw-pointer-and-provenance,"data: *const T, len: usize",&'a [T],none; observational or constructor result only,"slice Seq/View plus pointer provenance, length, alignment, and unsafe-domain helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::from_raw_parts_mut,core::slice::from_raw_parts_mut,core::slice::raw::from_raw_parts_mut,core:9596,core/src/slice/raw.rs:179,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/raw.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/raw.rs,free_function,"pub const unsafe fn from_raw_parts_mut<'a, T>(data: *mut T, len: usize) -> &'a mut [T]","<'a, T>",unsafe,stable,1.0.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,raw-pointer-and-provenance,"data: *mut T, len: usize",&'a mut [T],none; observational or constructor result only,"slice Seq/View plus pointer provenance, length, alignment, and unsafe-domain helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::from_ref,core::slice::from_ref,core::slice::raw::from_ref,core:33771,core/src/slice/raw.rs:203,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/raw.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/raw.rs,free_function,pub const fn from_ref<T>(s: &T) -> &[T],<T>,safe,stable,1.28.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,raw-pointer-and-provenance,s: &T,&[T],none; observational or constructor result only,"slice Seq/View plus pointer provenance, length, alignment, and unsafe-domain helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::get,core::slice::<[T]>::get,core::slice::get,core:61072,core/src/slice/mod.rs:572,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn get<I>(&self, index: I) -> Option<&I::Output> where I: [const] SliceIndex<Self>,","<I> I: [const] SliceIndex<Self>,",safe,stable,1.0.0,const,Rust,False,False,existing-vstd,assume_specification:vstd-baseline/slice.rs:133:<[T]>::get::<I>,integrate-existing-vstd-contract,existing-vstd-baseline,"&self, index: I",Option<&I::Output>,none; observational or constructor result only,preserve exact vstd Seq/View/subrange/update contract and target binding,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,existing-vstd-contract-integrated-and-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::get_disjoint_mut,core::slice::<[T]>::get_disjoint_mut,core::slice::get_disjoint_mut,core:33825,core/src/slice/mod.rs:5216,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn get_disjoint_mut<I, const N: usize>( &mut self, indices: [I; N], ) -> Result<[&mut I::Output; N], GetDisjointMutError> where I: GetDisjointMutIndex + SliceIndex<Self>,","<I, const N: usize> I: GetDisjointMutIndex + SliceIndex<Self>,",safe,stable,1.86.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,mutation-frame-and-permutation,"&mut self, indices: [I; N],","Result<[&mut I::Output; N], GetDisjointMutError>",may mutate receiver slice contents; inventory requires old/final frame in generation phase,"old/final Seq update, frame, permutation, and disjointness helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::get_disjoint_unchecked_mut,core::slice::<[T]>::get_disjoint_unchecked_mut,core::slice::get_disjoint_unchecked_mut,core:61142,core/src/slice/mod.rs:5149,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub unsafe fn get_disjoint_unchecked_mut<I, const N: usize>( &mut self, indices: [I; N], ) -> [&mut I::Output; N] where I: GetDisjointMutIndex + SliceIndex<Self>,","<I, const N: usize> I: GetDisjointMutIndex + SliceIndex<Self>,",unsafe,stable,1.86.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,mutation-frame-and-permutation,"&mut self, indices: [I; N],",[&mut I::Output; N],may mutate receiver slice contents; inventory requires old/final frame in generation phase,"old/final Seq update, frame, permutation, and disjointness helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::get_mut,core::slice::<[T]>::get_mut,core::slice::get_mut,core:61073,core/src/slice/mod.rs:600,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn get_mut<I>(&mut self, index: I) -> Option<&mut I::Output> where I: [const] SliceIndex<Self>,","<I> I: [const] SliceIndex<Self>,",safe,stable,1.0.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,basic-observation-and-conversion,"&mut self, index: I",Option<&mut I::Output>,may mutate receiver slice contents; inventory requires old/final frame in generation phase,shared [T]@ -> Seq<T> View model and length/subrange helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::get_unchecked,core::slice::<[T]>::get_unchecked,core::slice::get_unchecked,core:33468,core/src/slice/mod.rs:640,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const unsafe fn get_unchecked<I>(&self, index: I) -> &I::Output where I: [const] SliceIndex<Self>,","<I> I: [const] SliceIndex<Self>,",unsafe,stable,1.0.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,raw-pointer-and-provenance,"&self, index: I",&I::Output,none; observational or constructor result only,"slice Seq/View plus pointer provenance, length, alignment, and unsafe-domain helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::get_unchecked_mut,core::slice::<[T]>::get_unchecked_mut,core::slice::get_unchecked_mut,core:33469,core/src/slice/mod.rs:686,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const unsafe fn get_unchecked_mut<I>(&mut self, index: I) -> &mut I::Output where I: [const] SliceIndex<Self>,","<I> I: [const] SliceIndex<Self>,",unsafe,stable,1.0.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,raw-pointer-and-provenance,"&mut self, index: I",&mut I::Output,may mutate receiver slice contents; inventory requires old/final frame in generation phase,"slice Seq/View plus pointer provenance, length, alignment, and unsafe-domain helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::is_ascii,core::slice::<[T]>::is_ascii,core::slice::is_ascii,core:61043,core/src/slice/ascii.rs:18,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/ascii.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/ascii.rs,primitive_method,pub const fn is_ascii(&self) -> bool,none,safe,stable,1.23.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,ascii-byte-sequence,&self,bool,none; observational or constructor result only,"Seq<u8> ASCII classification, case-map, and trim/subrange helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::is_empty,core::slice::<[T]>::is_empty,core::slice::is_empty,core:61057,core/src/slice/mod.rs:136,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,pub const fn is_empty(&self) -> bool,none,safe,stable,1.0.0,const,Rust,False,False,existing-vstd,assume_specification:vstd-baseline/slice.rs:93:<[T]>::is_empty,integrate-existing-vstd-contract,existing-vstd-baseline,&self,bool,none; observational or constructor result only,preserve exact vstd Seq/View/subrange/update contract and target binding,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,existing-vstd-contract-integrated-and-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::is_sorted,core::slice::<[T]>::is_sorted,core::slice::is_sorted,core:61133,core/src/slice/mod.rs:4735,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn is_sorted(&self) -> bool where T: PartialOrd,","T: PartialOrd,",safe,stable,1.82.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,search-prefix-suffix-ordering,&self,bool,none; observational or constructor result only,"Seq membership, prefix/suffix/subrange, sortedness, and predicate observation helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::is_sorted_by,core::slice::<[T]>::is_sorted_by,core::slice::is_sorted_by,core:61134,core/src/slice/mod.rs:4778,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn is_sorted_by<'a, F>(&'a self, mut compare: F) -> bool where F: FnMut(&'a T, &'a T) -> bool,","<'a, F> F: FnMut(&'a T, &'a T) -> bool,",safe,stable,1.82.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,search-prefix-suffix-ordering,"&'a self, mut compare: F",bool,none; observational or constructor result only,"Seq membership, prefix/suffix/subrange, sortedness, and predicate observation helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::is_sorted_by_key,core::slice::<[T]>::is_sorted_by_key,core::slice::is_sorted_by_key,core:61135,core/src/slice/mod.rs:4802,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn is_sorted_by_key<'a, F, K>(&'a self, f: F) -> bool where F: FnMut(&'a T) -> K, K: PartialOrd,","<'a, F, K> F: FnMut(&'a T) -> K, K: PartialOrd,",safe,stable,1.82.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,search-prefix-suffix-ordering,"&'a self, f: F",bool,none; observational or constructor result only,"Seq membership, prefix/suffix/subrange, sortedness, and predicate observation helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::iter,core::slice::<[T]>::iter,core::slice::iter,core:33477,core/src/slice/mod.rs:1043,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn iter(&self) -> Iter<'_, T>",none,safe,stable,1.0.0,const,Rust,False,False,existing-vstd,assume_specification:vstd-baseline/std_specs/slice.rs:150:<[T]>::iter,integrate-existing-vstd-contract,existing-vstd-baseline,&self,"Iter<'_, T>",none; observational or constructor result only,preserve exact vstd Seq/View/subrange/update contract and target binding,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,existing-vstd-contract-integrated-and-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::iter_mut,core::slice::<[T]>::iter_mut,core::slice::iter_mut,core:33492,core/src/slice/mod.rs:1063,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn iter_mut(&mut self) -> IterMut<'_, T>",none,safe,stable,1.0.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,&mut self,"IterMut<'_, T>",may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::last,core::slice::<[T]>::last,core::slice::last,core:61062,core/src/slice/mod.rs:281,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,pub const fn last(&self) -> Option<&T>,none,safe,stable,1.0.0,const,Rust,False,False,existing-vstd,assume_specification:vstd-baseline/std_specs/slice.rs:172:<[T]>::last,integrate-existing-vstd-contract,existing-vstd-baseline,&self,Option<&T>,none; observational or constructor result only,preserve exact vstd Seq/View/subrange/update contract and target binding,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,existing-vstd-contract-integrated-and-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::last_chunk,core::slice::<[T]>::last_chunk,core::slice::last_chunk,core:61070,core/src/slice/mod.rs:509,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,pub const fn last_chunk<const N: usize>(&self) -> Option<&[T; N]>,<const N: usize>,safe,stable,1.77.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,&self,Option<&[T; N]>,none; observational or constructor result only,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::last_chunk_mut,core::slice::<[T]>::last_chunk_mut,core::slice::last_chunk_mut,core:61071,core/src/slice/mod.rs:539,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,pub const fn last_chunk_mut<const N: usize>(&mut self) -> Option<&mut [T; N]>,<const N: usize>,safe,stable,1.77.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,&mut self,Option<&mut [T; N]>,may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::last_mut,core::slice::<[T]>::last_mut,core::slice::last_mut,core:61063,core/src/slice/mod.rs:304,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,pub const fn last_mut(&mut self) -> Option<&mut T>,none,safe,stable,1.0.0,const,Rust,False,False,existing-vstd,assume_specification:vstd-baseline/std_specs/slice.rs:187:<[T]>::last_mut,integrate-existing-vstd-contract,existing-vstd-baseline,&mut self,Option<&mut T>,may mutate receiver slice contents; inventory requires old/final frame in generation phase,preserve exact vstd Seq/View/subrange/update contract and target binding,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,existing-vstd-contract-integrated-and-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::len,core::slice::<[T]>::len,core::slice::len,core:61056,core/src/slice/mod.rs:116,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,pub const fn len(&self) -> usize,none,safe,stable,1.0.0,const,Rust,False,False,existing-vstd,assume_specification:vstd-baseline/slice.rs:83:<[T]>::len,integrate-existing-vstd-contract,existing-vstd-baseline,&self,usize,none; observational or constructor result only,preserve exact vstd Seq/View/subrange/update contract and target binding,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,existing-vstd-contract-integrated-and-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::make_ascii_lowercase,core::slice::<[T]>::make_ascii_lowercase,core::slice::make_ascii_lowercase,core:61048,core/src/slice/ascii.rs:195,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/ascii.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/ascii.rs,primitive_method,pub const fn make_ascii_lowercase(&mut self),none,safe,stable,1.23.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,ascii-byte-sequence,&mut self,(),may mutate receiver slice contents; inventory requires old/final frame in generation phase,"Seq<u8> ASCII classification, case-map, and trim/subrange helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::make_ascii_uppercase,core::slice::<[T]>::make_ascii_uppercase,core::slice::make_ascii_uppercase,core:61047,core/src/slice/ascii.rs:173,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/ascii.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/ascii.rs,primitive_method,pub const fn make_ascii_uppercase(&mut self),none,safe,stable,1.23.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,ascii-byte-sequence,&mut self,(),may mutate receiver slice contents; inventory requires old/final frame in generation phase,"Seq<u8> ASCII classification, case-map, and trim/subrange helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::partition_point,core::slice::<[T]>::partition_point,core::slice::partition_point,core:61108,core/src/slice/mod.rs:4861,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn partition_point<P>(&self, mut pred: P) -> usize where P: FnMut(&T) -> bool,","<P> P: FnMut(&T) -> bool,",safe,stable,1.52.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,search-prefix-suffix-ordering,"&self, mut pred: P",usize,none; observational or constructor result only,"Seq membership, prefix/suffix/subrange, sortedness, and predicate observation helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
