target,transition,prior_category,fresh_category,prior_status,fresh_status,prior_rounds,fresh_rounds,prior_initial_decision,fresh_initial_decision,prior_final_decision,fresh_final_decision,prior_contract_form,fresh_contract_form,prior_typecheck_passed,fresh_typecheck_passed,prior_det_status,fresh_det_status,prior_r0_z3,fresh_r0_z3,prior_classification,fresh_classification,prior_raw_det_reward,fresh_raw_det_reward,prior_guarded_reward,fresh_guarded_reward,prior_semantic_guarded_reward,fresh_semantic_guarded_reward,prior_issues,fresh_issues,prior_semantic_gate_issues,fresh_semantic_gate_issues,prior_semantic_review_issues,fresh_semantic_review_issues,prior_requires,fresh_requires,prior_ensures,fresh_ensures,prior_rationale,fresh_rationale,prior_requires_source_fidelity_classification,fresh_requires_source_fidelity_classification,prior_requires_source_fidelity_rationale,fresh_requires_source_fidelity_rationale,prior_requires_source_reference,fresh_requires_source_reference,prior_requires_source_excerpt,fresh_requires_source_excerpt,prior_contract_code,fresh_contract_code
core::slice::split_last_chunk_mut,skip->add_spec,data_structure,data_structure,,,1,4,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,"ret is Some == (N as int <= old(slice)@.len()); ret matches Some((init, last)) ==> {
            &&& init@ == old(slice)@.subrange(0, old(slice)@.len() - N as int)
            &&& last@ == old(slice)@.subrange(old(slice)@.len() - N as int, old(slice)@.len() as int)
            &&& final(init)@ == init@
            &&& final(last)@ == last@
            &&& final(slice)@ == final(init)@ + final(last)@
        }; ret is None ==> final(slice)@ == old(slice)@","The successful result consists of disjoint mutable references to the prefix and final N-element array. Existing public vstd vocabulary cannot model their reference identity, separation, and write-back to self.","Rust 1.96 returns None when `self.len().checked_sub(N)` fails; otherwise it splits at the checked index, returns the init slice and casts the last slice to `[T; N]`. The contract models that branch shape with old init/last views, preserves both returned views at function return, and reconstructs the final input slice from their final semantic views.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<T, const N: usize>[ <[T]>::split_last_chunk_mut::<N> ](
    slice: &mut [T],
) -> (ret: Option<(&mut [T], &mut [T; N])>)
    ensures
        ret is Some == (N as int <= old(slice)@.len()),
        ret matches Some((init, last)) ==> {
            &&& init@ == old(slice)@.subrange(0, old(slice)@.len() - N as int)
            &&& last@ == old(slice)@.subrange(old(slice)@.len() - N as int, old(slice)@.len() as int)
            &&& final(init)@ == init@
            &&& final(last)@ == last@
            &&& final(slice)@ == final(init)@ + final(last)@
        },
        ret is None ==> final(slice)@ == old(slice)@,
;"
core::slice::split_last_mut,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,"ret is Some == (old(slice)@.len() != 0); ret matches Some((last, init)) ==> {
            &&& *last == old(slice)@[(old(slice)@.len() - 1) as int]
            &&& init@ == old(slice)@.subrange(0, old(slice)@.len() - 1)
            &&& *final(last) == *last
            &&& final(init)@ == init@
            &&& final(slice)@ == final(init)@ + seq![*final(last)]
        }; ret is None ==> final(slice)@ == old(slice)@","On a nonempty slice this returns disjoint mutable references to the last element and preceding slice. Sequence equality would omit the essential alias separation and write-back semantics, while mutable-reference returns are unsupported.","Rust 1.96 pattern-matches `[init @ .., last]` and returns `Some((last, init))` exactly for nonempty slices. The contract models the returned element by its dereferenced value, the returned init slice by its semantic view, preserves both returned mutable views, and reconstructs the final input slice from those views.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<T>[ <[T]>::split_last_mut ](
    slice: &mut [T],
) -> (ret: Option<(&mut T, &mut [T])>)
    ensures
        ret is Some == (old(slice)@.len() != 0),
        ret matches Some((last, init)) ==> {
            &&& *last == old(slice)@[(old(slice)@.len() - 1) as int]
            &&& init@ == old(slice)@.subrange(0, old(slice)@.len() - 1)
            &&& *final(last) == *last
            &&& final(init)@ == init@
            &&& final(slice)@ == final(init)@ + seq![*final(last)]
        },
        ret is None ==> final(slice)@ == old(slice)@,
;"
core::slice::split_off_first,skip->add_spec,data_structure,data_structure,,,1,4,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,,,,,,,,,,"ret.is_none() == (old(slice)@.len() == 0); ret.is_some() ==> *ret.unwrap() == old(slice)@[0]; old(slice)@.len() == 0 ==> final(slice)@ == old(slice)@; old(slice)@.len() > 0 ==> final(slice)@ == old(slice)@.subrange(1, old(slice)@.len() as int)","The exact `&mut &'a [T]` input requires modeling both the returned first element and the updated slice view. Current Verus lowering materializes the inner shared slice as unsized `[T]` when tracking the mutable reference, so no valid contract can express the observable post-state.",The implementation returns None without modifying an empty slice; otherwise it returns the first element and replaces the input slice reference with the remaining suffix. The contract compares element and slice semantic views rather than reference identity.,,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<T, 'a>[ <[T]>::split_off_first ](
    slice: &mut &'a [T],
) -> (ret: Option<&'a T>)
    ensures
        ret.is_none() == (old(slice)@.len() == 0),
        ret.is_some() ==> *ret.unwrap() == old(slice)@[0],
        old(slice)@.len() == 0 ==> final(slice)@ == old(slice)@,
        old(slice)@.len() > 0 ==> final(slice)@ == old(slice)@.subrange(1, old(slice)@.len() as int),
;"
core::slice::split_off_first_mut,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,"ret is Some == (old(slice)@.len() != 0); ret matches Some(first) ==> {
            &&& *first == old(slice)@[0]
            &&& *final(first) == *first
            &&& final(slice)@ == old(slice)@.subrange(1, old(slice)@.len() as int)
            &&& old(slice)@ == seq![*final(first)] + final(slice)@
        }; ret is None ==> final(slice)@ == old(slice)@","This updates the outer mutable slice reference to its tail while returning a mutable reference to the removed first element with the original lifetime. Current vstd lacks an abstraction for this reference reassignment, alias separation, and shared write-back provenance.","Rust 1.96 replaces `self` with an empty mutable slice, delegates to `split_first_mut`, assigns `*self = rem`, and returns `Some(first)` only for nonempty slices. The contract models the returned element by dereferenced value and reconstructs the final slice reference as the remaining tail, without pointer/provenance claims.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<'a, T>[ <[T]>::split_off_first_mut ](
    slice: &mut &'a mut [T],
) -> (ret: Option<&'a mut T>)
    ensures
        ret is Some == (old(slice)@.len() != 0),
        ret matches Some(first) ==> {
            &&& *first == old(slice)@[0]
            &&& *final(first) == *first
            &&& final(slice)@ == old(slice)@.subrange(1, old(slice)@.len() as int)
            &&& old(slice)@ == seq![*final(first)] + final(slice)@
        },
        ret is None ==> final(slice)@ == old(slice)@,
;"
core::slice::split_off_last_mut,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,"ret is Some == (old(slice)@.len() != 0); ret matches Some(last) ==> {
            &&& *last == old(slice)@[(old(slice)@.len() - 1) as int]
            &&& *final(last) == *last
            &&& final(slice)@ == old(slice)@.subrange(0, old(slice)@.len() - 1)
            &&& old(slice)@ == final(slice)@ + seq![*final(last)]
        }; ret is None ==> final(slice)@ == old(slice)@",Success both shortens `self` and returns an exclusive reference to the removed last element. Current modeling cannot express the required mutable-reference identity and disjointness.,"Rust 1.96 replaces `self` with an empty mutable slice, delegates to `split_last_mut`, assigns `*self = rem`, and returns `Some(last)` only for nonempty slices. The contract models the returned element by dereferenced value and reconstructs the final slice reference as the remaining init slice, without pointer/provenance claims.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<'a, T>[ <[T]>::split_off_last_mut ](
    slice: &mut &'a mut [T],
) -> (ret: Option<&'a mut T>)
    ensures
        ret is Some == (old(slice)@.len() != 0),
        ret matches Some(last) ==> {
            &&& *last == old(slice)@[(old(slice)@.len() - 1) as int]
            &&& *final(last) == *last
            &&& final(slice)@ == old(slice)@.subrange(0, old(slice)@.len() - 1)
            &&& old(slice)@ == final(slice)@ + seq![*final(last)]
        },
        ret is None ==> final(slice)@ == old(slice)@,
;"
core::str::from_utf8,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:unsafe_or_representation_sensitive,,,,,,,,,valid_utf8(v@) ==> (result matches Ok(string) && string@ == decode_utf8(v@)); !valid_utf8(v@) ==> result is Err,"vstd can express UTF-8 validity and successful string bytes, but core::str::Utf8Error is unsupported. A contract therefore requires an additional external type specification not present in current vstd.","Promotes the saved round-01 source-backed contract for the inherent `str::from_utf8` declaration only. Rust 1.96 delegates the inherent constructor to `converts::from_utf8`, whose body returns `Ok` after `run_utf8_validation` succeeds and `Err(err)` otherwise; the contract specifies only the decoded string view and Result branch.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification[ str::from_utf8 ](
    v: &[u8],
) -> (result: Result<&str, core::str::Utf8Error>)
    ensures
        valid_utf8(v@) ==> (result matches Ok(string) && string@ == decode_utf8(v@)),
        !valid_utf8(v@) ==> result is Err,
;"
core::str::from_utf8_mut,skip->add_spec,data_structure,data_structure,,,1,3,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,final(v)@ == old(v)@; valid_utf8(old(v)@) ==> (result matches Ok(string) && string@ == decode_utf8(old(v)@)); !valid_utf8(old(v)@) ==> result is Err,A useful contract must characterize UTF-8 validation and make an `Ok` result the same mutable storage reinterpreted as `str`. Current vocabulary lacks both the needed UTF-8/error model and mutable-reference identity relation.,"The contract typechecks and directly models the source behavior: conversion does not modify the bytes, succeeds exactly when the original byte sequence is valid UTF-8, and exposes the decoded semantic string on success. The determinism failure is caused by the checker passing the unsized [u8] post-state by value, not by this contract.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification[ core::str::from_utf8_mut ](
    v: &mut [u8],
) -> (result: Result<&mut str, core::str::Utf8Error>)
    ensures
        final(v)@ == old(v)@,
        valid_utf8(old(v)@) ==> (result matches Ok(string) && string@ == decode_utf8(old(v)@)),
        !valid_utf8(old(v)@) ==> result is Err,
;"
core::str::get,add_spec->skip,data_structure,data_structure,,,2,1,add_spec,skip,add_spec,skip,assume_specification,assume_specification,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:associated_type_or_projection,classification:associated_type_or_projection,,,,,,,"res == spec_slice_get(s, i)",,"The associated projection is inherent in the exact API and cannot be constrained without narrowing its domain. spec_slice_get already supports T: ?Sized with the matching SliceIndex projection, and the source directly delegates to i.get(self), so this relation models the full observable Option/reference result without extra preconditions.","The implementation only delegates to SliceIndex::get. No supplied public vstd vocabulary models generic SliceIndex validity, its associated Output, or returned-reference identity, so no useful non-vacuous result relation is expressible.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<I>[ str::get::<I> ](
    s: &str,
    i: I,
) -> (res: Option<&<I as SliceIndex<str>>::Output>) where I: SliceIndex<str>
    ensures
        res == spec_slice_get(s, i),
;",
core::str::get_unchecked,add_spec->skip,data_structure,data_structure,,,2,1,add_spec,skip,add_spec,skip,assume_specification,assume_specification,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive,,,,,"spec_slice_get(s, i).is_some()",,"spec_slice_get(s, i) == Some(res)",,"Checked indexing succeeds exactly on the documented safety domain: ordered, in-bounds indices at UTF-8 boundaries. On that domain, the source returns the same projected reference as checked indexing, so spec_slice_get provides an observable result without exposing pointer representation or provenance.","The generic SliceIndex<str> argument exposes neither public vstd validity predicates nor a specification relating I to I::Output. Therefore the documented bounds and UTF-8-boundary preconditions, and the returned reference’s identity/view relation to self, cannot be expressed soundly and non-vacuously.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<I>[ str::get_unchecked::<I> ](
    s: &str,
    i: I,
) -> (res: &<I as SliceIndex<str>>::Output) where I: SliceIndex<str>
    requires
        spec_slice_get(s, i).is_some(),
    ensures
        spec_slice_get(s, i) == Some(res),
;",
core::str::make_ascii_lowercase,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,,,,,,,,,,"final(s).spec_bytes().len() == old(s).spec_bytes().len(); forall|i: int| 0 <= i < old(s).spec_bytes().len() ==> #[trigger] final(s).spec_bytes()[i] as int
            == if 0x41u8 <= old(s).spec_bytes()[i] && old(s).spec_bytes()[i] <= 0x5au8 {
                old(s).spec_bytes()[i] as int + 32
            } else {
                old(s).spec_bytes()[i] as int
            }","Its observable behavior is the mutated string contents, but the exact `&mut str` post-state is currently materialized as unsized by-value `str` and cannot typecheck.","The implementation mutates the string bytes in place, mapping ASCII 'A' through 'Z' to 'a' through 'z' while preserving all other bytes and the byte length. Casting byte observations to int matches the existing vstd ASCII-folding spec style and avoids Verus branch type mismatches without changing the modeled byte relation.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification[ str::make_ascii_lowercase ](s: &mut str)
    ensures
        final(s).spec_bytes().len() == old(s).spec_bytes().len(),
        forall|i: int| 0 <= i < old(s).spec_bytes().len() ==> #[trigger] final(s).spec_bytes()[i] as int
            == if 0x41u8 <= old(s).spec_bytes()[i] && old(s).spec_bytes()[i] <= 0x5au8 {
                old(s).spec_bytes()[i] as int + 32
            } else {
                old(s).spec_bytes()[i] as int
            },
;"
core::str::make_ascii_uppercase,skip->add_spec,data_structure,data_structure,,,1,3,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,,,,,,,,,,"final(s).spec_bytes().len() == old(s).spec_bytes().len(); forall|i: int| 0 <= i < old(s).spec_bytes().len() ==>
            final(s).spec_bytes()[i] as int == if 0x61u8 <= old(s).spec_bytes()[i] && old(s).spec_bytes()[i] <= 0x7au8 {
                old(s).spec_bytes()[i] as int - 0x20int
            } else {
                old(s).spec_bytes()[i] as int
            }","Its observable behavior is the mutated string contents, but the exact `&mut str` post-state is currently materialized as unsized by-value `str` and cannot typecheck.","The method mutates the UTF-8 bytes in place by uppercasing ASCII lowercase letters. Casting byte values to int makes both conditional branches type-compatible while still specifying the complete deterministic post-state: length is preserved, bytes in a-z are reduced by 0x20, and every other byte is unchanged.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification[ str::make_ascii_uppercase ](s: &mut str)
    ensures
        final(s).spec_bytes().len() == old(s).spec_bytes().len(),
        forall|i: int| 0 <= i < old(s).spec_bytes().len() ==>
            final(s).spec_bytes()[i] as int == if 0x61u8 <= old(s).spec_bytes()[i] && old(s).spec_bytes()[i] <= 0x7au8 {
                old(s).spec_bytes()[i] as int - 0x20int
            } else {
                old(s).spec_bytes()[i] as int
            },
;"
core::str::slice_unchecked,add_spec->skip,data_structure,data_structure,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,"begin <= end; is_char_boundary(s.spec_bytes(), begin as int); is_char_boundary(s.spec_bytes(), end as int)",,"res@ == decode_utf8(s.spec_bytes().subrange(begin as int, end as int))",,"The boundary predicates already imply that both byte indices are in bounds, so the explicit length condition was redundant. On this exact unsafe domain, decoding the selected byte subrange directly specifies the observable character sequence without making reference-identity or provenance claims.","Although the byte-content postcondition typechecks and is source-justified, determinism was not proved. More importantly, this unsafe reference-producing API is representation-sensitive: existing vstd vocabulary cannot express that the returned &str is the exact subslice of the input with the required provenance and lifetime relationship. A trusted content-only specification would omit essential semantics, so no useful ordinary contract is added.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification[ str::slice_unchecked ](
    s: &str,
    begin: usize,
    end: usize,
) -> (res: &str)
    requires
        begin <= end,
        is_char_boundary(s.spec_bytes(), begin as int),
        is_char_boundary(s.spec_bytes(), end as int),
    ensures
        res@ == decode_utf8(s.spec_bytes().subrange(begin as int, end as int)),
;",
core::str::split_at_mut_checked,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,"ret is Some <==> is_char_boundary(old(s).spec_bytes(), mid as int); ret matches Some((left, right)) ==> {
            &&& left.spec_bytes() =~= old(s).spec_bytes().subrange(0, mid as int)
            &&& right.spec_bytes() =~= old(s).spec_bytes().subrange(mid as int, old(s).spec_bytes().len() as int)
            &&& final(left).spec_bytes() == left.spec_bytes()
            &&& final(right).spec_bytes() == right.spec_bytes()
            &&& final(s).spec_bytes() == final(left).spec_bytes() + final(right).spec_bytes()
        }; ret is None ==> final(s).spec_bytes() == old(s).spec_bytes()",The optional result contains two disjoint mutable aliases into self; their separation and writeback behavior cannot be captured by a useful supported contract.,"Rust 1.96 returns Some exactly when `self.is_char_boundary(mid)`, delegates that branch to `self.split_at_mut_unchecked(mid)`, and otherwise returns None. The contract models the returned mutable str slices extensionally by their byte subranges and preserves the input byte state on the None branch without claiming pointer provenance.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification[ str::split_at_mut_checked ](
    s: &mut str,
    mid: usize,
) -> (ret: Option<(&mut str, &mut str)>)
    ensures
        ret is Some <==> is_char_boundary(old(s).spec_bytes(), mid as int),
        ret matches Some((left, right)) ==> {
            &&& left.spec_bytes() =~= old(s).spec_bytes().subrange(0, mid as int)
            &&& right.spec_bytes() =~= old(s).spec_bytes().subrange(mid as int, old(s).spec_bytes().len() as int)
            &&& final(left).spec_bytes() == left.spec_bytes()
            &&& final(right).spec_bytes() == right.spec_bytes()
            &&& final(s).spec_bytes() == final(left).spec_bytes() + final(right).spec_bytes()
        },
        ret is None ==> final(s).spec_bytes() == old(s).spec_bytes(),
;"
std::collections::HashMap::get_mut,skip->add_spec,other,other,,,1,4,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,obeys_key_model::<Key>(); builds_valid_hashers::<S>(),,"{
            let old_map = old(m)@;
            let selected_key = choose|key: Key|
                sets_borrowed_key_to_key(old_map.dom(), k, &key);
            &&& contains_borrowed_key(old_map, k) ==>
                sets_borrowed_key_to_key(old_map.dom(), k, &selected_key)
            &&& result is Some == contains_borrowed_key(old_map, k)
            &&& match result {
                Some(v) => {
                    &&& *v == old_map[selected_key]
                    &&& *final(v) == *v
                    &&& final(m)@ == old_map
                },
                None => {
                    &&& !contains_borrowed_key(old_map, k)
                    &&& final(m)@ == old_map
                },
            }
        }",Usefulness requires specifying that the returned mutable reference aliases the queried entry and that writes through it update the map; this identity/write-back relation is unsupported.,"Rust 1.96 documents HashMap::get_mut as returning a mutable reference to the value for the borrowed key, requires borrowed-form Hash/Eq compatibility, and delegates to self.base.get_mut(k). The contract chooses the stored key selected by the borrowed-key model, returns the old value through the mutable reference when present, and records that the lookup itself does not mutate the map.",,source_justified,,"std/src/collections/hash/map.rs:1297 documents that get_mut returns a mutable reference to the value for a borrowed key, requires borrowed-key Hash/Eq compatibility, and delegates to `self.base.get_mut(k)`; `obeys_key_model` and `builds_valid_hashers` are the vstd laws connecting that source HashMap behavior to the borrowed-key semantic view.",,std/src/collections/hash/map.rs:1297,,"1252:     /// The key may be any borrowed form of the map's key type, but
1253:     /// [`Hash`] and [`Eq`] on the borrowed form *must* match those for
1271:         K: Borrow<Q>,
1272:         Q: Hash + Eq,
1277:     /// Returns a mutable reference to the value corresponding to the key.
1279:     /// The key may be any borrowed form of the map's key type, but
1280:     /// [`Hash`] and [`Eq`] on the borrowed form *must* match those for
1297:     pub fn get_mut<Q: ?Sized>(&mut self, k: &Q) -> Option<&mut V>
1299:         K: Borrow<Q>,
1300:         Q: Hash + Eq,
1302:         self.base.get_mut(k)",,"pub assume_specification<
    'a,
    Key: std::borrow::Borrow<Q> + std::hash::Hash + Eq,
    Value,
    S: std::hash::BuildHasher,
    A: std::alloc::Allocator,
    Q: std::hash::Hash + Eq + ?Sized,
>[ std::collections::HashMap::<Key, Value, S, A>::get_mut::<Q> ](
    m: &'a mut std::collections::HashMap<Key, Value, S, A>,
    k: &Q,
) -> (result: Option<&'a mut Value>)
    requires
        obeys_key_model::<Key>(),
        builds_valid_hashers::<S>(),
    ensures
        {
            let old_map = old(m)@;
            let selected_key = choose|key: Key|
                sets_borrowed_key_to_key(old_map.dom(), k, &key);
            &&& contains_borrowed_key(old_map, k) ==>
                sets_borrowed_key_to_key(old_map.dom(), k, &selected_key)
            &&& result is Some == contains_borrowed_key(old_map, k)
            &&& match result {
                Some(v) => {
                    &&& *v == old_map[selected_key]
                    &&& *final(v) == *v
                    &&& final(m)@ == old_map
                },
                None => {
                    &&& !contains_borrowed_key(old_map, k)
                    &&& final(m)@ == old_map
                },
            }
        },
;"
std::collections::HashSet::take,add_spec->skip,other,other,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,1,0,0,0,,determinism_unsupported_contract_form,borrowed_key_uniqueness_precondition,,,,"obeys_key_model::<Key>(); builds_valid_hashers::<S>(); forall|left: Key, right: Key|
            sets_borrowed_key_to_key(old(m)@, value, &left)
                && sets_borrowed_key_to_key(old(m)@, value, &right)
                ==> left == right",,"sets_differ_by_borrowed_key(old(m)@, final(m)@, value); match result {
            Some(v) => {
                &&& set_contains_borrowed_key(old(m)@, value)
                &&& sets_borrowed_key_to_key(old(m)@, value, &v)
                &&& old(m)@.contains(v)
                &&& final(m)@ == old(m)@.remove(v)
            },
            None => {
                &&& !set_contains_borrowed_key(old(m)@, value)
                &&& final(m)@ == old(m)@
            },
        }",,"The implementation delegates to the underlying set take operation, while the documentation states that a matching stored value is removed and returned. Existing borrowed-key predicates model the lookup and mutation; the result branches identify the returned member and exact abstract-set change.","The existing borrowed-key vocabulary uses uninterpreted relations that do not establish a unique owned Key for an arbitrary Q. Consequently, a source-justified contract cannot determine the Some payload or the removed set element. Weakening the contract to Option::is_some would leave the observable payload unconstrained, while adding uniqueness assumptions would introduce a false or redundant domain.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<
    Key: core::borrow::Borrow<Q> + core::hash::Hash + core::cmp::Eq,
    S: core::hash::BuildHasher,
    A: core::alloc::Allocator,
    Q: core::hash::Hash + core::cmp::Eq + ?Sized,
>[ std::collections::HashSet::<Key, S, A>::take::<Q> ](
    m: &mut std::collections::HashSet<Key, S, A>,
    value: &Q,
) -> (result: core::option::Option<Key>)
    requires
        obeys_key_model::<Key>(),
        builds_valid_hashers::<S>(),
        forall|left: Key, right: Key|
            sets_borrowed_key_to_key(old(m)@, value, &left)
                && sets_borrowed_key_to_key(old(m)@, value, &right)
                ==> left == right,
    ensures
        sets_differ_by_borrowed_key(old(m)@, final(m)@, value),
        match result {
            Some(v) => {
                &&& set_contains_borrowed_key(old(m)@, value)
                &&& sets_borrowed_key_to_key(old(m)@, value, &v)
                &&& old(m)@.contains(v)
                &&& final(m)@ == old(m)@.remove(v)
            },
            None => {
                &&& !set_contains_borrowed_key(old(m)@, value)
                &&& final(m)@ == old(m)@
            },
        },
;",
std::net::TcpStream::peek,add_spec->skip,io_os_runtime,io_os_runtime,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,verus_error,,,,,,0,0,0,0,0,0,checker_status:verus_error;classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,,,,,,,result is Ok ==> result->Ok_0 <= old(buf).len(),,Opaque external-type specifications admit the unsupported receiver and error types without modeling their hidden state. The observable successful byte count is bounded by the supplied buffer length; payload and socket-queue state remain unconstrained. The generic slice-length clause was removed as redundant.,"TcpStream and std::io::Error are unsupported by the existing vstd vocabulary, so the ordinary assume_specification declaration does not typecheck. Introducing external type specifications would exceed the target contract's scope, while the socket-dependent result and peeked bytes cannot otherwise be usefully modeled.",,not_applicable,,No requires clause is present.,,,,,"#[verifier::external_type_specification]
#[verifier::external_body]
pub struct ExTcpStream(std::net::TcpStream);

#[verifier::external_type_specification]
#[verifier::external_body]
pub struct ExIoError(std::io::Error);

pub assume_specification[std::net::TcpStream::peek](
    stream: &std::net::TcpStream,
    buf: &mut [u8],
) -> (result: std::io::Result<usize>)
    ensures
        result is Ok ==> result->Ok_0 <= old(buf).len(),
;",
std::sync::LockResult::and_then,add_spec->skip,io_os_runtime,io_os_runtime,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:runtime_or_hidden_state;determinism_not_proved:unknown,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,,,,,"result is Ok ==> op.requires((result->Ok_0,))",,"result is Ok ==> op.ensures((result->Ok_0,), out); result is Err ==> out == Result::<U, E>::Err(result->Err_0)",,Result::and_then is fully expressible using variant access and FnOnce requires/ensures. Moving the closure bound to a where-clause preserves the signature while allowing deterministic extraction of the target bracket.,"LockResult is an alias for Result, so this resolves to generic Result::and_then. Its Ok-case output depends on an opaque FnOnce callback, which cannot receive a deterministic ordinary external specification in existing vstd vocabulary. Specifying only the Err branch does not remedy the unsupported contract form.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E, U, F>[
    Result::<T, E>::and_then
](
    result: Result<T, E>,
    op: F,
) -> (out: Result<U, E>)
    where
        F: FnOnce(T) -> Result<U, E>,
    requires
        result is Ok ==> op.requires((result->Ok_0,)),
    ensures
        result is Ok ==> op.ensures((result->Ok_0,), out),
        result is Err ==> out == Result::<U, E>::Err(result->Err_0),
;",
std::sync::LockResult::as_mut,add_spec->skip,io_os_runtime,io_os_runtime,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:runtime_or_hidden_state;determinism_not_proved:unknown;structured_contract_mismatch,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,,,,,,,"match *old(result) { Result::Ok(value) => *final(result) is Ok && res is Ok && *(res->Ok_0) == value && *final(res->Ok_0) == (*final(result))->Ok_0, Result::Err(error) => *final(result) is Err && res is Err && *(res->Err_0) == error && *final(res->Err_0) == (*final(result))->Err_0 }",,The resolved Result::as_mut implementation preserves the variant and returns a mutable reference to its active payload. The old/final relations capture both its initial value and subsequent mutation without inspecting poison state.,"The meaningful behavior is a mutable reborrow tying the returned reference to the selected payload of the original Result. Expressing that relationship requires mutable-reference prophecy/final-state semantics, which the determinism check cannot establish and classifies as runtime or hidden state. A contract describing only the discriminant would omit the API's essential observable behavior, so no useful ordinary contract is available in the existing vstd vocabulary.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E>[ Result::<T, E>::as_mut ](
    result: &mut Result<T, E>,
) -> (res: Result<&mut T, &mut E>)
    ensures
        (match *old(result) {
            Result::Ok(value) => {
                &&& *final(result) is Ok
                &&& res is Ok
                &&& *(res->Ok_0) == value
                &&& *final(res->Ok_0) == (*final(result))->Ok_0
            },
            Result::Err(error) => {
                &&& *final(result) is Err
                &&& res is Err
                &&& *(res->Err_0) == error
                &&& *final(res->Err_0) == (*final(result))->Err_0
            },
        }),
    no_unwind
;",
