target,safe_name,batch_result_present,summary_artifact_present,summary_artifact_valid,batch_mismatched_fields,summary_mismatched_fields,field_mismatch_count,validation_passed,summary_artifact_path
core::slice::starts_with,core__slice__starts_with,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__slice__starts_with/summary.json
core::slice::strip_circumfix,core__slice__strip_circumfix,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__slice__strip_circumfix/summary.json
core::slice::strip_prefix,core__slice__strip_prefix,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__slice__strip_prefix/summary.json
core::slice::strip_suffix,core__slice__strip_suffix,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__slice__strip_suffix/summary.json
core::slice::subslice_range,core__slice__subslice_range,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__slice__subslice_range/summary.json
core::slice::swap,core__slice__swap,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__slice__swap/summary.json
core::slice::swap_with_slice,core__slice__swap_with_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__slice__swap_with_slice/summary.json
core::slice::trim_ascii,core__slice__trim_ascii,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__slice__trim_ascii/summary.json
core::slice::trim_ascii_end,core__slice__trim_ascii_end,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__slice__trim_ascii_end/summary.json
core::slice::trim_ascii_start,core__slice__trim_ascii_start,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__slice__trim_ascii_start/summary.json
core::slice::utf8_chunks,core__slice__utf8_chunks,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__slice__utf8_chunks/summary.json
core::slice::windows,core__slice__windows,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__slice__windows/summary.json
core::slice::write_clone_of_slice,core__slice__write_clone_of_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__slice__write_clone_of_slice/summary.json
core::slice::write_copy_of_slice,core__slice__write_copy_of_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__slice__write_copy_of_slice/summary.json
core::str::CharIndices::as_str,core__str__CharIndices__as_str,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__CharIndices__as_str/summary.json
core::str::CharIndices::offset,core__str__CharIndices__offset,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__CharIndices__offset/summary.json
core::str::Chars::as_str,core__str__Chars__as_str,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__Chars__as_str/summary.json
core::str::FromStr::from_str,core__str__FromStr__from_str,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__FromStr__from_str/summary.json
core::str::Utf8Chunk::invalid,core__str__Utf8Chunk__invalid,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__Utf8Chunk__invalid/summary.json
core::str::Utf8Chunk::valid,core__str__Utf8Chunk__valid,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__Utf8Chunk__valid/summary.json
core::str::Utf8Error::error_len,core__str__Utf8Error__error_len,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__Utf8Error__error_len/summary.json
core::str::Utf8Error::valid_up_to,core__str__Utf8Error__valid_up_to,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__Utf8Error__valid_up_to/summary.json
core::str::as_bytes_mut,core__str__as_bytes_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__as_bytes_mut/summary.json
core::str::as_mut_ptr,core__str__as_mut_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__as_mut_ptr/summary.json
core::str::as_ptr,core__str__as_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__as_ptr/summary.json
core::str::bytes,core__str__bytes,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__bytes/summary.json
core::str::ceil_char_boundary,core__str__ceil_char_boundary,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__ceil_char_boundary/summary.json
core::str::char_indices,core__str__char_indices,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__char_indices/summary.json
core::str::contains,core__str__contains,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__contains/summary.json
core::str::encode_utf16,core__str__encode_utf16,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__encode_utf16/summary.json
core::str::ends_with,core__str__ends_with,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__ends_with/summary.json
core::str::eq_ignore_ascii_case,core__str__eq_ignore_ascii_case,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__eq_ignore_ascii_case/summary.json
core::str::escape_debug,core__str__escape_debug,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__escape_debug/summary.json
core::str::escape_default,core__str__escape_default,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__escape_default/summary.json
core::str::escape_unicode,core__str__escape_unicode,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__escape_unicode/summary.json
core::str::find,core__str__find,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__find/summary.json
core::str::floor_char_boundary,core__str__floor_char_boundary,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__floor_char_boundary/summary.json
core::str::from_utf8,core__str__from_utf8,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__from_utf8/summary.json
core::str::from_utf8_mut,core__str__from_utf8_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__from_utf8_mut/summary.json
core::str::from_utf8_unchecked_mut,core__str__from_utf8_unchecked_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__from_utf8_unchecked_mut/summary.json
core::str::get,core__str__get,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__get/summary.json
core::str::get_mut,core__str__get_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__get_mut/summary.json
core::str::get_unchecked,core__str__get_unchecked,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__get_unchecked/summary.json
core::str::get_unchecked_mut,core__str__get_unchecked_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__get_unchecked_mut/summary.json
core::str::lines,core__str__lines,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__lines/summary.json
core::str::lines_any,core__str__lines_any,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__lines_any/summary.json
core::str::make_ascii_lowercase,core__str__make_ascii_lowercase,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__make_ascii_lowercase/summary.json
core::str::make_ascii_uppercase,core__str__make_ascii_uppercase,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__make_ascii_uppercase/summary.json
core::str::match_indices,core__str__match_indices,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__match_indices/summary.json
core::str::matches,core__str__matches,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__matches/summary.json
core::str::parse,core__str__parse,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__parse/summary.json
core::str::rfind,core__str__rfind,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__rfind/summary.json
core::str::rmatch_indices,core__str__rmatch_indices,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__rmatch_indices/summary.json
core::str::rmatches,core__str__rmatches,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__rmatches/summary.json
core::str::rsplit,core__str__rsplit,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__rsplit/summary.json
core::str::rsplit_once,core__str__rsplit_once,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__rsplit_once/summary.json
core::str::rsplit_terminator,core__str__rsplit_terminator,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__rsplit_terminator/summary.json
core::str::rsplitn,core__str__rsplitn,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__rsplitn/summary.json
core::str::slice_mut_unchecked,core__str__slice_mut_unchecked,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__slice_mut_unchecked/summary.json
core::str::slice_unchecked,core__str__slice_unchecked,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__slice_unchecked/summary.json
core::str::split,core__str__split,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__split/summary.json
core::str::split_ascii_whitespace,core__str__split_ascii_whitespace,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__split_ascii_whitespace/summary.json
core::str::split_at_checked,core__str__split_at_checked,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__split_at_checked/summary.json
core::str::split_at_mut,core__str__split_at_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__split_at_mut/summary.json
core::str::split_at_mut_checked,core__str__split_at_mut_checked,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__split_at_mut_checked/summary.json
core::str::split_inclusive,core__str__split_inclusive,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__split_inclusive/summary.json
core::str::split_once,core__str__split_once,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__split_once/summary.json
core::str::split_terminator,core__str__split_terminator,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__split_terminator/summary.json
core::str::split_whitespace,core__str__split_whitespace,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__split_whitespace/summary.json
core::str::splitn,core__str__splitn,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__splitn/summary.json
core::str::starts_with,core__str__starts_with,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__starts_with/summary.json
core::str::strip_circumfix,core__str__strip_circumfix,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__strip_circumfix/summary.json
core::str::strip_prefix,core__str__strip_prefix,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__strip_prefix/summary.json
core::str::strip_suffix,core__str__strip_suffix,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__strip_suffix/summary.json
core::str::substr_range,core__str__substr_range,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__substr_range/summary.json
core::str::trim,core__str__trim,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__trim/summary.json
core::str::trim_ascii,core__str__trim_ascii,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__trim_ascii/summary.json
core::str::trim_ascii_end,core__str__trim_ascii_end,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__trim_ascii_end/summary.json
core::str::trim_ascii_start,core__str__trim_ascii_start,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__trim_ascii_start/summary.json
core::str::trim_end,core__str__trim_end,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__trim_end/summary.json
core::str::trim_end_matches,core__str__trim_end_matches,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__trim_end_matches/summary.json
core::str::trim_left,core__str__trim_left,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__trim_left/summary.json
core::str::trim_left_matches,core__str__trim_left_matches,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__trim_left_matches/summary.json
core::str::trim_matches,core__str__trim_matches,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__trim_matches/summary.json
core::str::trim_right,core__str__trim_right,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__trim_right/summary.json
core::str::trim_right_matches,core__str__trim_right_matches,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__trim_right_matches/summary.json
core::str::trim_start,core__str__trim_start,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__trim_start/summary.json
core::str::trim_start_matches,core__str__trim_start_matches,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__str__trim_start_matches/summary.json
core::sync::atomic::Atomic::as_ptr,core__sync__atomic__Atomic__as_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__as_ptr/summary.json
core::sync::atomic::Atomic::compare_and_swap,core__sync__atomic__Atomic__compare_and_swap,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__compare_and_swap/summary.json
core::sync::atomic::Atomic::compare_exchange,core__sync__atomic__Atomic__compare_exchange,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__compare_exchange/summary.json
core::sync::atomic::Atomic::compare_exchange_weak,core__sync__atomic__Atomic__compare_exchange_weak,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__compare_exchange_weak/summary.json
core::sync::atomic::Atomic::fetch_add,core__sync__atomic__Atomic__fetch_add,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__fetch_add/summary.json
core::sync::atomic::Atomic::fetch_and,core__sync__atomic__Atomic__fetch_and,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__fetch_and/summary.json
core::sync::atomic::Atomic::fetch_byte_add,core__sync__atomic__Atomic__fetch_byte_add,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__fetch_byte_add/summary.json
core::sync::atomic::Atomic::fetch_byte_sub,core__sync__atomic__Atomic__fetch_byte_sub,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__fetch_byte_sub/summary.json
core::sync::atomic::Atomic::fetch_max,core__sync__atomic__Atomic__fetch_max,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__fetch_max/summary.json
core::sync::atomic::Atomic::fetch_min,core__sync__atomic__Atomic__fetch_min,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__fetch_min/summary.json
core::sync::atomic::Atomic::fetch_nand,core__sync__atomic__Atomic__fetch_nand,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__fetch_nand/summary.json
core::sync::atomic::Atomic::fetch_not,core__sync__atomic__Atomic__fetch_not,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__fetch_not/summary.json
core::sync::atomic::Atomic::fetch_or,core__sync__atomic__Atomic__fetch_or,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__fetch_or/summary.json
core::sync::atomic::Atomic::fetch_ptr_add,core__sync__atomic__Atomic__fetch_ptr_add,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__fetch_ptr_add/summary.json
core::sync::atomic::Atomic::fetch_ptr_sub,core__sync__atomic__Atomic__fetch_ptr_sub,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__fetch_ptr_sub/summary.json
core::sync::atomic::Atomic::fetch_sub,core__sync__atomic__Atomic__fetch_sub,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__fetch_sub/summary.json
core::sync::atomic::Atomic::fetch_update,core__sync__atomic__Atomic__fetch_update,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__fetch_update/summary.json
core::sync::atomic::Atomic::fetch_xor,core__sync__atomic__Atomic__fetch_xor,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__fetch_xor/summary.json
core::sync::atomic::Atomic::from_mut,core__sync__atomic__Atomic__from_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__from_mut/summary.json
core::sync::atomic::Atomic::from_mut_slice,core__sync__atomic__Atomic__from_mut_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__from_mut_slice/summary.json
core::sync::atomic::Atomic::from_ptr,core__sync__atomic__Atomic__from_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__from_ptr/summary.json
core::sync::atomic::Atomic::get_mut,core__sync__atomic__Atomic__get_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__get_mut/summary.json
core::sync::atomic::Atomic::get_mut_slice,core__sync__atomic__Atomic__get_mut_slice,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__get_mut_slice/summary.json
core::sync::atomic::Atomic::into_inner,core__sync__atomic__Atomic__into_inner,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__into_inner/summary.json
core::sync::atomic::Atomic::load,core__sync__atomic__Atomic__load,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__load/summary.json
core::sync::atomic::Atomic::new,core__sync__atomic__Atomic__new,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__sync__atomic__Atomic__new/summary.json
